PROJECT_NAME,RESOURCE_NAME,SERVICE
sb-ecosistemaanalitico-lago,pruebas-api-colaboracion,cloudfunctions.googleapis.com/CloudFunction
sb-ecosistemaanalitico-lago,jiwer_function,cloudfunctions.googleapis.com/CloudFunction
sb-ecosistemaanalitico-lago,function-pruebas-consultas-2,cloudfunctions.googleapis.com/CloudFunction
sb-ecosistemaanalitico-lago,t_facturacion_detalle,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,VAJR_SISTEMATICA_CAUSAS_DEVOLUCION_RADICADORES,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,domn_grp_menu_permssns,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,sb-ingesta-sqoop-cluster-capi-grupo-1-sw-c6s1,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-sqoop-cluster-capi-grupo-1-sw-tc8b,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-sqoop-cluster-capi-grupo-1-w-0,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-sqoop-cluster-capi-grupo-1-w-1,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-sqoop-cluster-capi-grupo-1-m,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-sqoop-cluster-capi-grupo-1,dataproc.googleapis.com/Cluster
sb-ecosistemaanalitico-lago,domn_dag,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,AFOR_Matriz_Final_Rojos,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,tl_salud_f5_modelo_de_medicion_pre_perfilador_google_prod,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,matriz_seguimiento_produccion_diaria_bancaseguros,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,seguimiento_produccion_mensual_bancaseguros,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_campanas_salesforce,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_campanas_forcemanager_autos_digital_vf,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,domn_opr,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,Leads_CRM_productos_prod,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,s83_jnl_defn,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_agg_reservas_mes_act_ant_tmp14,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_leo_reservas_mes_act_ant_tmp13,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,s82_jnl_defn,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_reservas_mes_actual_tmp11,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_reservas_mes_anteri_tmp10,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_busco_concepto_cuenta_tmp9,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_busco_estruc_central_tmp8,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_busco_agencia_tmp7,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_leo_asientos_tmp6,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_conteo_asientos_tmp6,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_leo_cuentas_tmp5,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_cambio_holding_tmp4,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_accedo_ias220_tmp3,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_cia_contable_tmp2,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_tipo_ramo_tmp1,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_cb200464_gtt_ramos_reservas_tmp0,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,Resultado_Alertamiento_ARIS_NUEVO_prod,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,Resultado_Alertamiento_ARIS_NUEVO,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_control_expert_trialunit_full,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,Resultado_Alertamiento_ARIS,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,s81_jnl_defn,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,Resultado_Alertamiento_ARIS_con_analisis_PRODUCTIVA,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,domn_opr_grp,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_control_expert_conciliatoryunit_full,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,funcionarios_restringidos,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,s92_role,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,s75_a_salfldg,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,dkut_logs_solicitudes_servicio_contacto,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_consumo_cuota_actual,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,t_indemnizaciones_tiempos_siniestros,bigquery.googleapis.com/Table
sb-ecosistemaanalitico-lago,sb-ingesta-api-cluster-sundb-diaria-grupo-1-sw-8hk5,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-api-cluster-sundb-diaria-grupo-1-sw-4mk3,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-api-cluster-sundb-diaria-grupo-1-w-1,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-api-cluster-sundb-diaria-grupo-1-w-0,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,sb-ingesta-api-cluster-sundb-diaria-grupo-1-m,compute.googleapis.com/Instance
sb-ecosistemaanalitico-lago,t_usuarios_activos_proyectos_obra_full,bigquery.googleapis.com/Table
