PROJECT_NAME,RESOURCE_NAME,SERVICE
sb-sandbox-bancaseguros,cavs_autos_subproducto,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,maestra,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_polizas_riesgos_endosos_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_parametrica_participacion_multiples_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_polizas_castigada_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_polizas_operaciones_leasing_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_polizas_agropecuaria_cafetera_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_polizas_tarjetas_creditos_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_polizas_causacion_contable_deudores,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,INDEMNIZACIONES_BANCA_lm_facturacion_bancounion_mes,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_pyg_polizas_primas_emitidas_cbs,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_primas_emitidas_cbs_00,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,JDV_PARAMETRICA_IF_POLIZAS_BORRAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,JDV_PARAMETRICA_IF_ACCESO_BORRAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,JDV_PARAMETRICA_IF_ASEGURADOS_BORRAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,JDV_PARAMETRICA_IF_RAMO_BORRAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,INDEMNIZACIONES_BANCA_base_protpagos_nuevos_sheets,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,INDEMNIZACIONES_BANCA_base_protpagos_nuevos,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,EEED_BI_ALERTAS_INVESTIGADOS_POR_ALTURA,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,LM_SINIESTROS_PROTPAGOS_DAVIVIENDA_TEMP,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ALERTAMIENTO_t_prueba,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ALERTAMIENTO_t_emision_polizas,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ycgo_POLIZAS_BS,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,SEGUIMIENTOPRIMASOBLIGATORIOS_tabla_causacion_contable_carta_cruce_obligatorios,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,MICC_NIDS,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,MICC_COSECHAS_HOGAR_VIDA_01_2026,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,LM_API_CONFIRMACION_PRIMAS,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DARC_MALAS_VENTAS_CANCELACIONES_INFORMADORA_VIRTUAL_ASISTIDO_CONSOLIDADO_CANCELACIONES_CON_QUEJAS,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DARC_MALAS_VENTAS_CANCELACIONES_INFORMADORA_VIRTUAL_ASISTIDO,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,JDV_BASE_VIGENTES_AP_Y_RD_FEB2026,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_cartera_castigada,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_nero_2026_cast,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_cartera_hipotecaria_primas,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_SALIDA_SCRIPT_VIDA,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_SCRIPT_HOGAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_TIPO_9_VIDA,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_TIPO_9_HOGAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ANALISIS_PARTIDAS_INDEPENDIENTES_01_2026,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ANALISIS_PARTIDAS_EMPLEADOS_01_2026,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ANALISIS_PARTIDAS_VIDA_01_2026,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ANALISIS_PARTIDAS_HOGAR_01_2026,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,TB_FACTURA_INDEPENDIENTES,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,TB_FACTURA_EMPLEADOS,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_CAUSACION_VIDA,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_CAUSACION_HOGAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_ESTADO_POLIZAS_BOLIVAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_FACTURAS_BOLIVAR,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,DFMM_ESTADO_CREDITO_FECHA_APERTURA,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,cartera_hipotecario_davivienda_01,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,cartera_hipotecario_davivienda,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,ycgo_cancelaciones_bs,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_pyg_rubros_indices_bancaseguros,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_pyg_indices_planeacion_bancaseguros,bigquery.googleapis.com/Table
sb-sandbox-bancaseguros,t_pyg_servicio_uso_red_bancaseguros,bigquery.googleapis.com/Table
